Block index,Time [s]
345,4.76837158203125e-07
346,4.76837158203125e-07
347,6.198883056640625e-06
348,7.152557373046875e-07
349,2.384185791015625e-07
350,5.4836273193359375e-06
351,2.384185791015625e-07
352,4.76837158203125e-07
353,5.9604644775390625e-06
354,2.384185791015625e-07
355,2.384185791015625e-07
356,5.9604644775390625e-06
357,7.152557373046875e-07
358,2.384185791015625e-07
359,5.4836273193359375e-06
360,2.384185791015625e-07
361,4.76837158203125e-07
362,5.9604644775390625e-06
363,4.76837158203125e-07
364,4.76837158203125e-07
365,5.4836273193359375e-06
366,2.384185791015625e-07
367,2.384185791015625e-07
368,5.9604644775390625e-06
369,4.76837158203125e-07
370,4.76837158203125e-07
371,8.821487426757812e-06
372,4.76837158203125e-07
373,2.384185791015625e-07
374,6.198883056640625e-06
375,2.384185791015625e-07
376,2.384185791015625e-07
377,5.7220458984375e-06
378,4.76837158203125e-07
379,2.384185791015625e-07
380,5.7220458984375e-06
381,4.76837158203125e-07
382,2.384185791015625e-07
383,6.4373016357421875e-06
384,2.384185791015625e-07
385,2.384185791015625e-07
386,7.152557373046875e-06
387,2.384185791015625e-07
388,2.384185791015625e-07
389,6.67572021484375e-06
390,4.76837158203125e-07
391,4.76837158203125e-07
392,5.7220458984375e-06
393,2.384185791015625e-07
394,4.76837158203125e-07
395,5.4836273193359375e-06
396,2.384185791015625e-07
397,4.76837158203125e-07
398,5.4836273193359375e-06
399,4.76837158203125e-07
400,4.76837158203125e-07
401,5.7220458984375e-06
402,4.76837158203125e-07
403,2.384185791015625e-07
404,9.059906005859375e-06
405,4.76837158203125e-07
406,2.384185791015625e-07
407,5.4836273193359375e-06
408,4.76837158203125e-07
409,2.384185791015625e-07
410,5.4836273193359375e-06
411,4.76837158203125e-07
412,2.384185791015625e-07
413,5.9604644775390625e-06
414,2.384185791015625e-07
415,2.384185791015625e-07
416,6.9141387939453125e-06
417,7.152557373046875e-07
418,2.384185791015625e-07
419,5.4836273193359375e-06
420,7.152557373046875e-07
421,2.384185791015625e-07
422,5.7220458984375e-06
423,7.152557373046875e-07
424,2.384185791015625e-07
425,5.4836273193359375e-06
426,2.384185791015625e-07
427,7.152557373046875e-07
428,5.7220458984375e-06
429,2.384185791015625e-07
430,7.152557373046875e-07
431,7.152557373046875e-06
432,4.76837158203125e-07
433,2.384185791015625e-07
434,8.106231689453125e-06
435,2.384185791015625e-07
436,2.384185791015625e-07
437,5.7220458984375e-06
438,4.76837158203125e-07
439,4.76837158203125e-07
440,5.4836273193359375e-06
441,2.384185791015625e-07
442,2.384185791015625e-07
443,6.198883056640625e-06
444,2.384185791015625e-07
445,7.152557373046875e-07
446,6.198883056640625e-06
447,4.76837158203125e-07
448,2.384185791015625e-07
449,6.4373016357421875e-06
450,2.384185791015625e-07
451,4.76837158203125e-07
452,5.4836273193359375e-06
453,4.76837158203125e-07
454,2.384185791015625e-07
455,6.4373016357421875e-06
456,4.76837158203125e-07
457,2.384185791015625e-07
458,6.4373016357421875e-06
459,2.384185791015625e-07
460,2.384185791015625e-07
461,5.9604644775390625e-06
462,4.76837158203125e-07
463,4.76837158203125e-07
464,9.298324584960938e-06
465,2.384185791015625e-07
466,2.384185791015625e-07
467,6.4373016357421875e-06
468,2.384185791015625e-07
469,2.384185791015625e-07
470,5.7220458984375e-06
471,2.384185791015625e-07
472,2.384185791015625e-07
473,6.4373016357421875e-06
474,4.76837158203125e-07
475,2.384185791015625e-07
476,5.7220458984375e-06
477,4.76837158203125e-07
478,2.384185791015625e-07
479,5.7220458984375e-06
480,4.76837158203125e-07
481,2.384185791015625e-07
482,5.9604644775390625e-06
483,4.76837158203125e-07
484,2.384185791015625e-07
485,5.7220458984375e-06
486,2.384185791015625e-07
487,2.384185791015625e-07
488,6.4373016357421875e-06
489,4.76837158203125e-07
490,2.384185791015625e-07
491,5.9604644775390625e-06
492,2.384185791015625e-07
493,2.384185791015625e-07
494,5.9604644775390625e-06
495,2.384185791015625e-07
496,4.76837158203125e-07
497,8.58306884765625e-06
498,2.384185791015625e-07
499,2.384185791015625e-07
500,6.67572021484375e-06
501,4.76837158203125e-07
502,2.384185791015625e-07
503,5.7220458984375e-06
504,4.76837158203125e-07
505,2.384185791015625e-07
506,6.198883056640625e-06
507,4.76837158203125e-07
508,2.384185791015625e-07
509,5.7220458984375e-06
510,4.76837158203125e-07
511,2.384185791015625e-07
512,6.198883056640625e-06
513,4.76837158203125e-07
514,2.384185791015625e-07
515,6.198883056640625e-06
516,2.384185791015625e-07
517,2.384185791015625e-07
518,6.198883056640625e-06
519,2.384185791015625e-07
520,2.384185791015625e-07
521,5.7220458984375e-06
522,2.384185791015625e-07
523,2.384185791015625e-07
524,6.198883056640625e-06
525,2.384185791015625e-07
526,2.384185791015625e-07
527,9.059906005859375e-06
528,2.384185791015625e-07
529,2.384185791015625e-07
530,7.152557373046875e-06
531,4.76837158203125e-07
532,2.384185791015625e-07
533,6.9141387939453125e-06
534,4.76837158203125e-07
535,7.152557373046875e-07
536,5.4836273193359375e-06
537,2.384185791015625e-07
538,4.76837158203125e-07
539,5.7220458984375e-06
540,4.76837158203125e-07
541,2.384185791015625e-07
542,5.9604644775390625e-06
543,7.152557373046875e-07
544,2.384185791015625e-07
545,6.4373016357421875e-06
546,4.76837158203125e-07
547,2.384185791015625e-07
548,5.4836273193359375e-06
549,7.152557373046875e-07
550,2.384185791015625e-07
551,5.7220458984375e-06
552,2.384185791015625e-07
553,4.76837158203125e-07
554,5.7220458984375e-06
555,7.152557373046875e-07
556,2.384185791015625e-07
557,1.0013580322265625e-05
558,2.384185791015625e-07
559,2.384185791015625e-07
560,5.9604644775390625e-06
561,2.384185791015625e-07
562,2.384185791015625e-07
563,6.198883056640625e-06
564,2.384185791015625e-07
565,2.384185791015625e-07
566,6.67572021484375e-06
567,2.384185791015625e-07
568,2.384185791015625e-07
569,6.67572021484375e-06
570,2.384185791015625e-07
571,2.384185791015625e-07
572,6.67572021484375e-06
573,4.76837158203125e-07
574,4.76837158203125e-07
575,6.198883056640625e-06
576,7.152557373046875e-07
577,2.384185791015625e-07
578,5.9604644775390625e-06
579,2.384185791015625e-07
580,4.76837158203125e-07
581,5.4836273193359375e-06
582,4.76837158203125e-07
583,2.384185791015625e-07
584,6.67572021484375e-06
585,4.76837158203125e-07
586,2.384185791015625e-07
587,6.198883056640625e-06
588,2.384185791015625e-07
589,4.76837158203125e-07
590,8.58306884765625e-06
591,2.384185791015625e-07
592,2.384185791015625e-07
593,5.7220458984375e-06
594,7.152557373046875e-07
595,2.384185791015625e-07
596,5.7220458984375e-06
597,2.384185791015625e-07
598,4.76837158203125e-07
599,6.9141387939453125e-06
600,2.384185791015625e-07
601,2.384185791015625e-07
602,5.9604644775390625e-06
603,2.384185791015625e-07
604,2.384185791015625e-07
605,5.9604644775390625e-06
606,2.384185791015625e-07
607,4.76837158203125e-07
608,5.9604644775390625e-06
609,2.384185791015625e-07
610,2.384185791015625e-07
611,5.7220458984375e-06
612,2.384185791015625e-07
613,4.76837158203125e-07
614,6.67572021484375e-06
615,2.384185791015625e-07
616,4.76837158203125e-07
617,6.198883056640625e-06
618,2.384185791015625e-07
619,2.384185791015625e-07
620,8.821487426757812e-06
621,2.384185791015625e-07
622,2.384185791015625e-07
623,6.198883056640625e-06
624,2.384185791015625e-07
625,4.76837158203125e-07
626,6.4373016357421875e-06
627,4.76837158203125e-07
628,2.384185791015625e-07
629,5.7220458984375e-06
630,4.76837158203125e-07
631,2.384185791015625e-07
632,5.9604644775390625e-06
633,2.384185791015625e-07
634,2.384185791015625e-07
635,6.67572021484375e-06
636,4.76837158203125e-07
637,4.76837158203125e-07
638,5.9604644775390625e-06
639,4.76837158203125e-07
640,2.384185791015625e-07
641,6.67572021484375e-06
642,4.76837158203125e-07
643,2.384185791015625e-07
644,5.7220458984375e-06
645,2.384185791015625e-07
646,4.76837158203125e-07
647,5.9604644775390625e-06
648,4.76837158203125e-07
649,4.76837158203125e-07
650,8.344650268554688e-06
651,4.76837158203125e-07
652,2.384185791015625e-07
653,5.9604644775390625e-06
654,2.384185791015625e-07
655,4.76837158203125e-07
656,6.4373016357421875e-06
657,2.384185791015625e-07
658,4.76837158203125e-07
659,5.9604644775390625e-06
660,4.76837158203125e-07
661,4.76837158203125e-07
662,5.9604644775390625e-06
663,4.76837158203125e-07
664,2.384185791015625e-07
665,6.198883056640625e-06
666,2.384185791015625e-07
667,4.76837158203125e-07
668,6.198883056640625e-06
669,7.152557373046875e-07
670,2.384185791015625e-07
671,5.4836273193359375e-06
672,2.384185791015625e-07
673,4.76837158203125e-07
674,6.4373016357421875e-06
675,4.76837158203125e-07
676,2.384185791015625e-07
677,5.7220458984375e-06
678,7.152557373046875e-07
679,2.384185791015625e-07
680,5.9604644775390625e-06
681,2.384185791015625e-07
682,4.76837158203125e-07
683,9.298324584960938e-06
684,7.152557373046875e-07
685,2.384185791015625e-07
686,5.7220458984375e-06
687,7.152557373046875e-07
688,2.384185791015625e-07
689,5.7220458984375e-06
690,4.76837158203125e-07
691,2.384185791015625e-07
692,5.9604644775390625e-06
693,2.384185791015625e-07
694,2.384185791015625e-07
695,6.198883056640625e-06
696,2.384185791015625e-07
697,2.384185791015625e-07
698,6.67572021484375e-06
699,4.76837158203125e-07
700,2.384185791015625e-07
701,5.9604644775390625e-06
702,2.384185791015625e-07
703,2.384185791015625e-07
704,5.9604644775390625e-06
705,2.384185791015625e-07
706,4.76837158203125e-07
707,6.4373016357421875e-06
708,2.384185791015625e-07
709,2.384185791015625e-07
710,6.67572021484375e-06
711,2.384185791015625e-07
712,2.384185791015625e-07
713,8.821487426757812e-06
714,2.384185791015625e-07
715,2.384185791015625e-07
716,5.7220458984375e-06
717,2.384185791015625e-07
718,4.76837158203125e-07
719,5.9604644775390625e-06
720,4.76837158203125e-07
721,2.384185791015625e-07
722,6.198883056640625e-06
723,4.76837158203125e-07
724,4.76837158203125e-07
725,6.67572021484375e-06
726,2.384185791015625e-07
727,4.76837158203125e-07
728,6.67572021484375e-06
729,2.384185791015625e-07
730,4.76837158203125e-07
731,5.4836273193359375e-06
732,2.384185791015625e-07
733,2.384185791015625e-07
734,5.7220458984375e-06
735,2.384185791015625e-07
736,2.384185791015625e-07
737,5.7220458984375e-06
738,4.76837158203125e-07
739,2.384185791015625e-07
740,6.198883056640625e-06
741,4.76837158203125e-07
742,2.384185791015625e-07
743,8.344650268554688e-06
744,2.384185791015625e-07
745,2.384185791015625e-07
746,5.9604644775390625e-06
747,4.76837158203125e-07
748,2.384185791015625e-07
749,5.7220458984375e-06
750,4.76837158203125e-07
751,2.384185791015625e-07
752,6.4373016357421875e-06
753,2.384185791015625e-07
754,2.384185791015625e-07
755,5.9604644775390625e-06
756,4.76837158203125e-07
757,2.384185791015625e-07
758,5.7220458984375e-06
759,2.384185791015625e-07
760,2.384185791015625e-07
761,6.198883056640625e-06
762,2.384185791015625e-07
763,2.384185791015625e-07
764,6.67572021484375e-06
765,2.384185791015625e-07
766,2.384185791015625e-07
767,7.152557373046875e-06
768,2.384185791015625e-07
769,2.384185791015625e-07
770,6.67572021484375e-06
771,2.384185791015625e-07
772,2.384185791015625e-07
773,5.7220458984375e-06
774,4.76837158203125e-07
775,4.76837158203125e-07
776,8.106231689453125e-06
777,2.384185791015625e-07
778,2.384185791015625e-07
779,6.4373016357421875e-06
780,4.76837158203125e-07
781,2.384185791015625e-07
782,6.67572021484375e-06
783,4.76837158203125e-07
784,7.152557373046875e-07
785,6.67572021484375e-06
786,4.76837158203125e-07
787,2.384185791015625e-07
788,6.4373016357421875e-06
789,4.76837158203125e-07
790,2.384185791015625e-07
791,5.9604644775390625e-06
792,2.384185791015625e-07
793,2.384185791015625e-07
794,6.67572021484375e-06
795,4.76837158203125e-07
796,2.384185791015625e-07
797,5.7220458984375e-06
798,2.384185791015625e-07
799,2.384185791015625e-07
800,6.198883056640625e-06
801,2.384185791015625e-07
802,4.76837158203125e-07
803,5.9604644775390625e-06
804,2.384185791015625e-07
805,2.384185791015625e-07
806,9.059906005859375e-06
807,4.76837158203125e-07
808,4.76837158203125e-07
809,6.4373016357421875e-06
810,2.384185791015625e-07
811,4.76837158203125e-07
812,5.9604644775390625e-06
813,4.76837158203125e-07
814,2.384185791015625e-07
815,5.9604644775390625e-06
816,2.384185791015625e-07
817,4.76837158203125e-07
818,6.198883056640625e-06
819,2.384185791015625e-07
820,4.76837158203125e-07
821,6.4373016357421875e-06
822,4.76837158203125e-07
823,2.384185791015625e-07
824,6.9141387939453125e-06
825,4.76837158203125e-07
826,4.76837158203125e-07
827,5.7220458984375e-06
828,2.384185791015625e-07
829,2.384185791015625e-07
830,5.7220458984375e-06
831,2.384185791015625e-07
832,2.384185791015625e-07
833,5.9604644775390625e-06
834,2.384185791015625e-07
835,2.384185791015625e-07
836,9.298324584960938e-06
837,4.76837158203125e-07
838,4.76837158203125e-07
839,5.7220458984375e-06
840,2.384185791015625e-07
841,2.384185791015625e-07
842,5.7220458984375e-06
843,4.76837158203125e-07
844,4.76837158203125e-07
845,5.4836273193359375e-06
846,4.76837158203125e-07
847,2.384185791015625e-07
848,5.4836273193359375e-06
849,2.384185791015625e-07
850,2.384185791015625e-07
851,7.3909759521484375e-06
852,2.384185791015625e-07
853,2.384185791015625e-07
854,6.198883056640625e-06
855,2.384185791015625e-07
856,2.384185791015625e-07
857,6.198883056640625e-06
858,4.76837158203125e-07
859,2.384185791015625e-07
860,5.245208740234375e-06
861,9.5367431640625e-07
862,4.76837158203125e-07
863,5.4836273193359375e-06
864,7.152557373046875e-07
865,2.384185791015625e-07
866,5.9604644775390625e-06
867,7.152557373046875e-07
868,2.384185791015625e-07
869,8.344650268554688e-06
870,2.384185791015625e-07
871,4.76837158203125e-07
872,6.198883056640625e-06
873,4.76837158203125e-07
874,2.384185791015625e-07
875,8.106231689453125e-06
876,2.384185791015625e-07
877,2.384185791015625e-07
878,6.4373016357421875e-06
879,2.384185791015625e-07
880,2.384185791015625e-07
881,5.9604644775390625e-06
882,4.76837158203125e-07
883,2.384185791015625e-07
884,6.198883056640625e-06
885,2.384185791015625e-07
886,2.384185791015625e-07
887,5.7220458984375e-06
888,2.384185791015625e-07
889,4.76837158203125e-07
890,6.67572021484375e-06
891,2.384185791015625e-07
892,7.152557373046875e-07
893,6.198883056640625e-06
894,2.384185791015625e-07
895,2.384185791015625e-07
896,6.4373016357421875e-06
897,2.384185791015625e-07
898,2.384185791015625e-07
899,8.344650268554688e-06
900,2.384185791015625e-07
901,4.76837158203125e-07
902,5.7220458984375e-06
903,2.384185791015625e-07
904,4.76837158203125e-07
905,5.4836273193359375e-06
906,2.384185791015625e-07
907,4.76837158203125e-07
908,6.4373016357421875e-06
909,4.76837158203125e-07
910,4.76837158203125e-07
911,5.7220458984375e-06
912,2.384185791015625e-07
913,7.152557373046875e-07
914,5.4836273193359375e-06
915,4.76837158203125e-07
916,2.384185791015625e-07
917,5.4836273193359375e-06
918,2.384185791015625e-07
919,2.384185791015625e-07
920,6.198883056640625e-06
921,2.384185791015625e-07
922,2.384185791015625e-07
923,6.4373016357421875e-06
924,2.384185791015625e-07
925,2.384185791015625e-07
926,5.9604644775390625e-06
927,2.384185791015625e-07
928,2.384185791015625e-07
929,8.58306884765625e-06
930,2.384185791015625e-07
931,2.384185791015625e-07
932,5.7220458984375e-06
933,4.76837158203125e-07
934,2.384185791015625e-07
935,6.198883056640625e-06
936,2.384185791015625e-07
937,4.76837158203125e-07
938,5.7220458984375e-06
939,2.384185791015625e-07
940,2.384185791015625e-07
941,5.7220458984375e-06
942,4.76837158203125e-07
943,2.384185791015625e-07
944,5.7220458984375e-06
945,2.384185791015625e-07
946,2.384185791015625e-07
947,5.7220458984375e-06
948,2.384185791015625e-07
949,2.384185791015625e-07
950,6.198883056640625e-06
951,2.384185791015625e-07
952,4.76837158203125e-07
953,5.4836273193359375e-06
954,2.384185791015625e-07
955,2.384185791015625e-07
956,6.198883056640625e-06
957,2.384185791015625e-07
958,2.384185791015625e-07
959,6.67572021484375e-06
960,2.384185791015625e-07
961,2.384185791015625e-07
962,9.775161743164062e-06
963,2.384185791015625e-07
964,2.384185791015625e-07
965,5.9604644775390625e-06
966,2.384185791015625e-07
967,2.384185791015625e-07
968,5.9604644775390625e-06
969,2.384185791015625e-07
970,4.76837158203125e-07
971,5.7220458984375e-06
972,2.384185791015625e-07
973,2.384185791015625e-07
974,5.9604644775390625e-06
975,2.384185791015625e-07
976,4.76837158203125e-07
977,6.67572021484375e-06
978,2.384185791015625e-07
979,2.384185791015625e-07
980,6.67572021484375e-06
981,4.76837158203125e-07
982,2.384185791015625e-07
983,5.4836273193359375e-06
984,2.384185791015625e-07
985,2.384185791015625e-07
986,5.7220458984375e-06
987,2.384185791015625e-07
988,2.384185791015625e-07
989,5.7220458984375e-06
990,2.384185791015625e-07
991,2.384185791015625e-07
992,9.775161743164062e-06
993,4.76837158203125e-07
994,2.384185791015625e-07
995,5.4836273193359375e-06
996,2.384185791015625e-07
997,2.384185791015625e-07
998,5.7220458984375e-06
999,2.384185791015625e-07
1000,4.76837158203125e-07
1001,5.7220458984375e-06
1002,4.76837158203125e-07
1003,2.384185791015625e-07
1004,6.198883056640625e-06
1005,2.384185791015625e-07
1006,2.384185791015625e-07
1007,6.198883056640625e-06
1008,4.76837158203125e-07
1009,2.384185791015625e-07
1010,5.7220458984375e-06
1011,2.384185791015625e-07
1012,2.384185791015625e-07
1013,5.9604644775390625e-06
1014,4.76837158203125e-07
1015,2.384185791015625e-07
1016,5.4836273193359375e-06
1017,2.384185791015625e-07
1018,2.384185791015625e-07
1019,6.4373016357421875e-06
1020,2.384185791015625e-07
1021,2.384185791015625e-07
1022,8.106231689453125e-06
1023,2.384185791015625e-07
1024,2.384185791015625e-07
1025,6.67572021484375e-06
1026,2.384185791015625e-07
1027,4.76837158203125e-07
1028,6.4373016357421875e-06
1029,4.76837158203125e-07
1030,2.384185791015625e-07
1031,5.4836273193359375e-06
1032,2.384185791015625e-07
1033,2.384185791015625e-07
1034,6.9141387939453125e-06
1035,2.384185791015625e-07
1036,2.384185791015625e-07
1037,5.4836273193359375e-06
1038,4.76837158203125e-07
1039,2.384185791015625e-07
1040,6.198883056640625e-06
1041,2.384185791015625e-07
1042,4.76837158203125e-07
1043,5.9604644775390625e-06
1044,2.384185791015625e-07
1045,2.384185791015625e-07
1046,6.4373016357421875e-06
1047,2.384185791015625e-07
1048,2.384185791015625e-07
1049,6.4373016357421875e-06
1050,2.384185791015625e-07
1051,2.384185791015625e-07
1052,5.9604644775390625e-06
1053,2.384185791015625e-07
1054,4.76837158203125e-07
1055,8.344650268554688e-06
1056,4.76837158203125e-07
