Block index,Time [s]
0,1.9073486328125e-06
1,7.152557373046875e-07
2,0.000514984130859375
3,1.1920928955078125e-06
4,2.384185791015625e-07
5,0.0004036426544189453
6,1.430511474609375e-06
7,4.76837158203125e-07
8,0.00030517578125
9,7.152557373046875e-07
10,4.76837158203125e-07
11,0.0003428459167480469
12,9.5367431640625e-07
13,4.76837158203125e-07
14,0.00022721290588378906
15,9.5367431640625e-07
16,2.384185791015625e-07
17,0.00022125244140625
18,7.152557373046875e-07
19,2.384185791015625e-07
20,0.0002231597900390625
21,7.152557373046875e-07
22,2.384185791015625e-07
23,0.00021982192993164062
24,7.152557373046875e-07
25,2.384185791015625e-07
26,0.00022363662719726562
27,7.152557373046875e-07
28,2.384185791015625e-07
29,0.00022149085998535156
30,9.5367431640625e-07
31,2.384185791015625e-07
32,0.00022292137145996094
33,7.152557373046875e-07
34,2.384185791015625e-07
35,0.00022125244140625
36,7.152557373046875e-07
37,2.384185791015625e-07
38,0.00027060508728027344
39,9.5367431640625e-07
40,4.76837158203125e-07
41,0.00022339820861816406
42,1.1920928955078125e-06
43,2.384185791015625e-07
44,0.000225067138671875
45,7.152557373046875e-07
46,2.384185791015625e-07
47,0.00022459030151367188
48,7.152557373046875e-07
49,2.384185791015625e-07
50,0.000225067138671875
51,7.152557373046875e-07
52,2.384185791015625e-07
53,0.00022339820861816406
54,7.152557373046875e-07
55,2.384185791015625e-07
56,0.0002238750457763672
57,7.152557373046875e-07
58,2.384185791015625e-07
59,0.00022172927856445312
60,7.152557373046875e-07
61,2.384185791015625e-07
62,0.00022363662719726562
63,7.152557373046875e-07
64,2.384185791015625e-07
65,0.00022530555725097656
66,9.5367431640625e-07
67,4.76837158203125e-07
68,0.00022673606872558594
69,7.152557373046875e-07
70,2.384185791015625e-07
71,0.00022292137145996094
72,7.152557373046875e-07
73,2.384185791015625e-07
74,0.00022721290588378906
75,7.152557373046875e-07
76,2.384185791015625e-07
77,0.00022411346435546875
78,9.5367431640625e-07
79,2.384185791015625e-07
80,0.0002269744873046875
81,7.152557373046875e-07
82,2.384185791015625e-07
83,0.000225067138671875
84,9.5367431640625e-07
85,4.76837158203125e-07
86,0.00022602081298828125
87,9.5367431640625e-07
88,2.384185791015625e-07
89,0.0002474784851074219
90,9.5367431640625e-07
91,2.384185791015625e-07
92,0.00023865699768066406
93,9.5367431640625e-07
94,2.384185791015625e-07
95,0.0002696514129638672
96,9.5367431640625e-07
97,2.384185791015625e-07
98,0.00023031234741210938
99,7.152557373046875e-07
100,2.384185791015625e-07
101,0.00022459030151367188
102,9.5367431640625e-07
103,2.384185791015625e-07
104,0.0002262592315673828
105,7.152557373046875e-07
106,2.384185791015625e-07
107,0.00022411346435546875
108,7.152557373046875e-07
109,2.384185791015625e-07
110,0.0002276897430419922
111,7.152557373046875e-07
112,2.384185791015625e-07
113,0.0002269744873046875
114,7.152557373046875e-07
115,4.76837158203125e-07
116,0.0002269744873046875
117,9.5367431640625e-07
118,2.384185791015625e-07
119,0.0002262592315673828
120,1.1920928955078125e-06
121,2.384185791015625e-07
122,0.0002646446228027344
123,7.152557373046875e-07
124,2.384185791015625e-07
125,0.00023031234741210938
126,7.152557373046875e-07
127,2.384185791015625e-07
128,0.00023221969604492188
129,9.5367431640625e-07
130,2.384185791015625e-07
131,0.0002300739288330078
132,7.152557373046875e-07
133,4.76837158203125e-07
134,0.00022912025451660156
135,7.152557373046875e-07
136,2.384185791015625e-07
137,0.00023031234741210938
138,7.152557373046875e-07
139,2.384185791015625e-07
140,0.0002512931823730469
141,7.152557373046875e-07
142,2.384185791015625e-07
143,0.00023317337036132812
144,9.5367431640625e-07
145,2.384185791015625e-07
146,0.00023674964904785156
147,7.152557373046875e-07
148,2.384185791015625e-07
149,0.00023031234741210938
150,9.5367431640625e-07
151,2.384185791015625e-07
152,0.00023436546325683594
153,7.152557373046875e-07
154,4.76837158203125e-07
155,0.00023055076599121094
156,7.152557373046875e-07
157,2.384185791015625e-07
158,0.00023603439331054688
159,9.5367431640625e-07
160,2.384185791015625e-07
161,0.0002300739288330078
162,7.152557373046875e-07
163,7.152557373046875e-07
164,0.0002357959747314453
165,7.152557373046875e-07
166,4.76837158203125e-07
167,0.0002319812774658203
168,7.152557373046875e-07
169,2.384185791015625e-07
170,0.00023555755615234375
171,4.76837158203125e-07
172,4.76837158203125e-07
173,0.00023245811462402344
174,7.152557373046875e-07
175,2.384185791015625e-07
176,0.00023555755615234375
177,4.76837158203125e-07
178,2.384185791015625e-07
179,0.0002338886260986328
180,7.152557373046875e-07
181,4.76837158203125e-07
182,0.00023818016052246094
183,7.152557373046875e-07
184,2.384185791015625e-07
185,0.0002353191375732422
186,7.152557373046875e-07
187,4.76837158203125e-07
188,0.00023555755615234375
189,4.76837158203125e-07
190,2.384185791015625e-07
191,0.0002562999725341797
192,7.152557373046875e-07
193,2.384185791015625e-07
194,0.00023937225341796875
195,7.152557373046875e-07
